ID,FILIALNAME,DATAT0,DATATF,TIPOMATERIAL,COD_MATERIAL,NOME_MATERIAL,UM,QTDE_SALDO_INIC,QTDE_SALDO_FINAL,QTDE_E_TOTAL,QTDE_S_TOTAL,QTDE_E_NF,QTDE_S_PAC,QTDE_E_INI_SD,QTDE_S_OUTR,QTDE_E_DEVOL,QTDE_S_PERDA,QTDE_E_INVENT,QTDE_S_INVENT,QTDE_E_3OS,QTDE_S_DEVOL,QTDE_S_3OS,VALOR_INIC,VALOR_FINAL,VALOR_E_TOTAL,VALOR_S_TOTAL,VALOR_E_NF,VALOR_S_PAC,VALOR_E_INI_SD,VALOR_S_OUTR,VALOR_E_DEVOL,VALOR_S_PERDA,VALOR_E_INVENT,VALOR_S_INVENT,VALOR_E_3OS,VALOR_S_DEVOL,VALOR_S_3OS
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,263127,CANULA PORTEX Nº 4,0 S/BALAO 100/506/040,Unidade,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,734,4,734,4,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,263081,SONDA GASTRO MIC-KEY 0120-20-3,0 (20 Fr / 3,0 cm),Unidade,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1560,96,3121,92,1560,96,0,0,0,0,0,1560,96,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,263118,FISIO_ARANHA PARA MASCARA INFLAVEL_P137,Unidade,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,581,15,581,15,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,273319,FISIO_FILTRO ULTRA FINO MSERIES,Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,270965,CANULA TRAQ.METALICA N.06 LONGA_P153,Unidade,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,270966,SONDA GASTRO MIC-KEY 0120-24-2,5 (24 Fr / 2,5 cm),Unidade,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3120,3120,3120,3120,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,270310,COMBI-RED 01 UNIDADE,Unidade,238,235,0,3,0,3,0,0,0,0,0,0,0,0,0,84,16,83,1,0,1,06,0,1,06,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,270306,SERINGA PARA INSULINA ULTRA-FINE II - REF 328325,Unidade,86,57,0,29,0,29,0,0,0,0,0,0,0,0,0,203,12,134,63,0,68,49,0,68,49,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,273332,CANULA METALICA Nº 4 CURTA_P140,Unidade,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,441,441,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,273340,MEPILEX 10X10CM REF:294199,Unidade,232,226,0,6,0,6,0,0,0,0,0,0,0,0,0,5001,92,4872,56,0,129,36,0,129,36,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,273365,SONDA GAST. CURTA PERMAN KANGAROO 22FR,Unidade,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,429,11,214,56,0,214,55,0,214,55,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,277682,FISIO_CONECTOR DE O2 PARA MASCARA DE TRAQ. C/EXTENSÃO_P130,Unidade,98,95,19,22,18,22,0,0,1,0,0,0,0,0,0,1183,32,1145,99,228,06,265,39,216,265,39,0,0,12,06,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,278032,SISTEMA DE ASPIRACAO TRAQ FECHADO TRACH CARE N 12,Unidade,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,278041,ALLEVYN ADESIVE 12,5X12,5_P33,Unidade,13,29,20,4,20,4,0,0,0,0,0,0,0,0,0,368,82,798,66,540,110,16,540,110,16,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,282443,FISIO_TRAQUEIA PEQUENA 0,60 METROS_P141,Unidade,79,83,73,69,60,69,0,0,13,0,0,0,0,0,0,1343,1411,1241,1173,1020,1173,0,0,221,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279337,BARREIRA PROT DE PELE FLEX CONV RECORT C/FLANGE FLOT E ADES -REF:14802,Unidade,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,312,76,312,76,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279338,BOLSA DE COLOSTOMIA HOLLISTER 44MM TRANSP. 18192,Unidade,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,150,92,150,92,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279487,CANULA SHILEY PED Nº3,5,Unidade,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1423,44,1423,44,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279348,BOLSA COLOST.HOLLISTER 70MM REF18194_P149,Unidade,59,11,181,229,170,229,0,0,0,0,11,0,0,0,0,1603,02,298,87,4917,77,6221,92,4618,9,6221,92,0,0,0,0,298,87,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279350,PLACA P/BOLSA COLOST.HOLLISTER 70MM 15604 _P148,Unidade,16,6,0,10,0,10,0,0,0,0,0,0,0,0,0,604,48,226,68,0,377,8,0,377,8,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279465,SONDA FOLEY SILIC.2VIAS 10CC Nº24,Unidade,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,658,42,658,42,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,279349,BOLSA COLOST.HOLLISTER 70MM REF18184_P149,Unidade,31,43,40,28,40,28,0,0,0,0,0,0,0,0,0,842,27,1168,31,1086,8,760,76,1086,8,760,76,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,282393,FISIO_CONECTOR T 15X15X22 (IMP 09)_P131,Unidade,55,51,0,4,0,4,0,0,0,0,0,0,0,0,0,550,28,510,26,0,40,02,0,40,02,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,291716,PLACA P/BOLSA COLOST.SURFIT PLUS 45MM _P148,Unidade,10,15,5,0,5,0,0,0,0,0,0,0,0,0,0,262,393,131,0,131,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,286256,CAVILON CREME BARREIRA DURÁVEL 92G REF: 3392E,Tubo,56,50,49,55,49,55,0,0,0,0,0,0,0,0,0,5848,85,5097,4,4855,7,5607,15,4855,7,5607,15,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,286309,STOMAHESIVE PÓ 28,3 GRAMAS _P25,Bisnaga,15,16,23,22,22,22,0,0,1,0,0,0,0,0,0,792,24,815,41,1144,36,1121,19,1093,4,1121,19,0,0,50,96,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,287770,CATETER NASAL SILIC.ADULTO 1600 - 7 SALTER LABS_P127,Unidade,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,292507,SONDA GASTRO MIC-KEY 0120-18-1,0 (18 Fr / 1,0 cm),Unidade,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3120,3120,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,292107,SONDA GASTRO MIC-KEY 0120-24-2,3 (24 Fr / 2,3 cm),Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1657,8,1657,8,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,287749,SABONETE LIQUIDO PROTEX 250 ML  _P25,Frasco,27,23,17,21,17,21,0,0,0,0,0,0,0,0,0,373,93,328,76,255,300,17,255,300,17,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,286297,SONDA GAST.CURTA PERMAN KANGAROO 18FR,Unidade,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,210,420,210,420,210,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,292609,MICRONEBULIZADOR SEM MASCARA _P137,Unidade,23,26,20,17,19,17,0,0,1,0,0,0,0,0,0,575,66,650,41,500,02,425,27,475,425,27,0,0,25,02,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,295353,SONDA GAST.CURTA PERMAN KANGAROO 12FR,Unidade,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,420,0,0,420,0,420,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,293241,CANULA PORTEX BLUE LINE ULTRA C/BALÃO Nº 8,0 100.810.080,Unidade,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,479,47,479,47,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,294053,FISIO_CIRCUITO VSIII_P145,Unidade,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,294072,FISIO_CONECTOR DE EXTENSÃO_P131,Unidade,169,164,178,183,165,183,0,0,13,0,0,0,0,0,0,844,99,820,890,914,99,825,914,99,0,0,65,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194927,MICROPORE 50 X 10_P73,Rolo,100,100,92,92,90,92,0,0,2,0,0,0,0,0,0,1168,97,1036,51,821,13,953,59,800,4,953,59,0,0,20,73,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194928,MICROPORE 100 x 10_P73,Unidade,39,39,18,18,18,18,0,0,0,0,0,0,0,0,0,908,51,700,43,115,2,323,28,115,2,323,28,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194929,TRANSPORE 100 X 4,5  _P75,Unidade,88,113,60,35,60,35,0,0,0,0,0,0,0,0,0,1855,7,2383,46,1266,738,24,1266,738,24,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194930,FIXADOR CANULA ADULTO _P18,Unidade,2784,2321,1969,2432,1900,2432,0,0,69,0,0,0,0,0,0,8352,78,6963,39,5907,01,7296,4,5700,7296,4,0,0,207,01,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194934,FIXADOR CANULA INFANTIL  PORTEX - 520001,Unidade,655,608,600,647,600,647,0,0,0,0,0,0,0,0,0,11712,71,10877,49,10740,11575,22,10740,11575,22,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194935,CAIXA PERFUROCORTANTE 3 L_P146,Unidade,77,42,21,56,20,56,0,0,1,0,0,0,0,0,0,145,46,79,26,39,49,105,69,37,6,105,69,0,0,1,89,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194937,CAIXA PERFUROCORTANTE 7 L_P147,Unidade,100,53,66,113,60,113,0,0,6,0,0,0,0,0,0,330,14,174,64,216,86,372,36,197,09,372,36,0,0,19,77,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194938,CAIXA PERFUROCORTANTE 13 L_P149,Unidade,6,11,20,15,20,15,0,0,0,0,0,0,0,0,0,25,95,47,3,85,86,64,51,85,86,64,51,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194939,SACO DE LIXO INFECTANTE 50 L _P174,Unidade,634,547,0,87,0,87,0,0,0,0,0,0,0,0,0,223,35,192,7,0,30,65,0,30,65,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194940,COLETOR DE URINA SIST. ABERTO 1200ML EMBRAMED_P04,Unidade,135,118,150,167,150,167,0,0,0,0,0,0,0,0,0,712,28,622,82,792,881,46,792,881,46,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194941,COLETOR DE URINA SIST. FECHADO 2000ML_P12,Unidade,182,137,5,50,0,50,0,0,5,0,0,0,0,0,0,544,24,409,68,14,95,149,51,0,149,51,0,0,14,95,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194942,DISPOSITIVO INCONTINÊNCIA URINARIA Nº4,Unidade,33,19,0,14,0,14,0,0,0,0,0,0,0,0,0,48,17,27,73,0,20,44,0,20,44,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,194943,URIPEN Nº5 BIOMED  _P54,Unidade,182,214,200,168,200,168,0,0,0,0,0,0,0,0,0,241,44,279,79,258,219,65,258,219,65,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,192718,SERINGA 20ML S/AG.C/BICO LUER LOCK REF: SS+20LM,Unidade,182,148,0,34,0,34,0,0,0,0,0,0,0,0,0,1024,78,833,34,0,191,44,0,191,44,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238084,SONDA FOLEY SILIC.2VIAS 5CC N.14,Unidade,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1370,6,1370,6,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238086,PROMOGRAN PRISMA 28CM CUBICOS,Unidade,11,5,0,6,0,6,0,0,0,0,0,0,0,0,0,655,99,298,18,0,357,81,0,357,81,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237545,ACESSORIO P/ TRANSFERENCIA TRANSOFIX  REF: 40905000,Unidade,85,75,0,10,0,10,0,0,0,0,0,0,0,0,0,128,31,113,21,0,15,1,0,15,1,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237558,SONDA ASPIRAÇÃO TRAQ C/ VALVULA 12 - EMBRAMED,Unidade,3351,2691,1000,1660,1000,1660,0,0,0,0,0,0,0,0,0,4968,48,4062,46,1600,2506,02,1600,2506,02,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237560,SONDA ASPIRAÇÃO TRAQ C/ VALVULA 10 - EMBRAMED,Unidade,466,410,0,56,0,56,0,0,0,0,0,0,0,0,0,606,67,533,77,0,72,9,0,72,9,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237561,SONDA ASPIRAÇÃO TRAQ S/ VALVULA 10 - MARKMED,Unidade,1428,1017,256,667,200,667,0,0,56,0,0,0,0,0,0,755,45,538,02,135,43,352,86,105,8,352,86,0,0,29,63,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237578,ABSORVENTE MULTIUSO MAXIGERIATRICO C/20 UNID,Pacote,73,78,58,53,58,53,0,0,0,0,0,0,0,0,0,1240,23,1323,81,983,1,899,52,983,1,899,52,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237581,CATETER NASAL INFANTIL HUDSON 1828_P127,Unidade,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,235,01,235,01,0,235,01,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,235409,FRALDA BIGFRAL EXTRA G PCTE C/7,Pacote,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,235413,FISIO_MASCARA BORDA INFLAVEL ADULTO M_P159,Unidade,5,6,8,7,8,7,0,0,0,0,0,0,0,0,0,100,120,160,140,160,140,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237597,SONDA NASOGASTRICA LONGA 12,Unidade,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237599,SONDA NASOGASTRICA CURTA 16,Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237623,FRALDA MOLICARE Slip Extra Plus XL c/14und,Pacote,30,12,0,18,0,18,0,0,0,0,0,0,0,0,0,5114,26,2045,7,0,3068,56,0,3068,56,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237627,FISIO_FILTRO DE POLEN_P121,Unidade,8,6,0,2,0,2,0,0,0,0,0,0,0,0,0,46,34,5,0,11,5,0,11,5,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,237762,FIXADOR DE CANULA INFANTIL NEWMED_P19,Unidade,119,91,0,28,0,28,0,0,0,0,0,0,0,0,0,988,19,755,67,0,232,52,0,232,52,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238004,SONDA FOLEY 2 V 30CC Nº24,Unidade,53,51,0,2,0,2,0,0,0,0,0,0,0,0,0,128,83,123,97,0,4,86,0,4,86,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238022,FISIO_FILTRO CPAP RESMED S8_P122,Unidade,33,32,0,1,0,1,0,0,0,0,0,0,0,0,0,264,256,0,8,0,8,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238026,FISIO_MASCARA BORDA INFLAVEL ADULTO G_P159,Unidade,6,7,2,1,0,1,0,0,2,0,0,0,0,0,0,107,51,125,43,35,84,17,92,0,17,92,0,0,35,84,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238031,PAPAGAIO PLASTICO _P145,Unidade,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238037,FISIO_MASCARA VENTURI,Unidade,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238038,SONDA FOLEY 2 VIAS 3CCNº8,Unidade,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238039,SONDA FOLEY 2 VIAS 5CC Nº16,Unidade,0,9,10,1,10,1,0,0,0,0,0,0,0,0,0,0,21,77,24,19,2,42,24,19,2,42,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238040,SONDA FOLEY 3 VIAS 30CC Nº22,Unidade,14,12,0,2,0,2,0,0,0,0,0,0,0,0,0,44,01,37,72,0,6,29,0,6,29,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,238083,CURATIVO POLI TUBE 9 X 9_P29,Unidade,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,7029,33,7029,33,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,253421,SONDA GASTRO MIC-KEY 0120-16-1,5 (16 Fr / 1,5 cm),Unidade,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1560,3120,1560,3120,1560,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244667,SONDA ASPIRAÇÃO TRAQ C/ VALVULA 08 - EMBRAMED,Unidade,2077,2004,683,756,500,756,0,0,183,0,0,0,0,0,0,2903,11,2795,23,946,6,1054,48,691,35,1054,48,0,0,255,25,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244494,SONDA FOLEY 3 VIAS 30CC N.18,Unidade,25,22,0,3,0,3,0,0,0,0,0,0,0,0,0,90,86,79,96,0,10,9,0,10,9,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244671,SONDA GASTRO MIC-KEY 0120-18-3,5 (18 Fr / 3,5 cm),Unidade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1560,0,0,1560,0,1560,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244467,SONDA GASTRO MIC-KEY 0120-18-1,7 (18 Fr / 1,7 cm),Unidade,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4680,4680,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244631,CANULA SHILEY PDC Nº5,0,Unidade,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,430,0,0,430,0,430,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244656,CANULA PORTEX 5,0 S/BALAO REF 100/506/050_P140,Unidade,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244594,SONDA GASTRO MIC-KEY 0120-20-2,5 (20 Fr / 2,5 cm),Unidade,0,1,6,5,6,5,0,0,0,0,0,0,0,0,0,0,1560,9360,7800,9360,7800,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244643,SONDA GASTRO MIC-KEY 0120-18-1,5 (18 Fr / 1,5 cm),Unidade,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3120,1560,0,1560,0,1560,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244620,SONDA GASTRO MIC-KEY 0120-14-1,5 (14 Fr / 1,5 cm),Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244673,FITA ACCU CHECK ACTIVE C/50 _P10,Caixa,98,84,84,98,84,98,0,0,0,0,0,0,0,0,0,1734,54,1963,63,2520,2290,91,2520,2290,91,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244460,VALVULA FALA PASSY MUIR PMV 2000,Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,797,25,797,25,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244459,EXTENSOR P/ SONDA GASTRO MIC-KEY 0121-12,Unidade,135,139,146,142,145,142,0,0,1,0,0,0,0,0,0,22161,6,22818,24,23967,36,23310,72,23803,2,23310,72,0,0,164,16,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244489,COLCHAO CAIXA DE OVO D28 1,90 METROS PADRAO,Unidade,38,27,20,31,20,31,0,0,0,0,0,0,0,0,0,1340,5,932,85,663,4,1071,05,663,4,1071,05,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244657,SONDA GASTRO MIC-KEY 0120-20-2,3 (20 Fr / 2,3 cm),Unidade,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1560,3120,1560,3120,1560,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244505,CANULA PORTEX 7,0 S/BALAO REF 100/506/070_P140,Unidade,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,299,18,299,18,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244644,SONDA GASTRO MIC-KEY 0120-24-3,5 (24 Fr / 3,5 cm),Unidade,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,1560,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244458,CANULA SUPRA-CUFF SUCTIONAID PORTEX N.8,0 - 100.860.080,Unidade,5,2,0,3,0,1,0,0,0,0,0,0,0,0,2,994,3,397,72,0,596,58,0,198,86,0,0,0,0,0,0,0,0,397,72
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244466,CANULA PORTEX 6,0 S/BALAO REF 100/506/060 _P140,Unidade,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244597,SONDA GASTRO MIC-KEY 0120-14-1,0 (14 Fr / 1,0 cm),Unidade,0,2,4,2,3,1,0,0,0,0,0,0,1,0,1,0,3120,6240,3120,4680,1560,0,0,0,0,0,0,1560,0,1560
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244668,SONDA GASTRO MIC-KEY 0120-20-1,7 (20 Fr / 1,7 cm),Unidade,0,3,4,1,4,1,0,0,0,0,0,0,0,0,0,0,4680,6240,1560,6240,1560,0,0,0,0,0,0,0,0,0
44,CD Único - SP,27/02/2024,28/03/2024,Mat. Enfermagem,244669,SONDA GASTRO MIC-KEY 0120-14-2,0 (14 Fr / 2,0 cm),Unidade,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,3120,3120,1560,1560,0,1560,0,0,1560,0,0,0,0,0,0
