CD;FILIALNAME;DATAT0;DATATF;TIPOMATERIAL;COD_MATERIAL;NOME_MATERIAL;UM;QTDE_SALDO_INIC;QTDE_SALDO_FINAL;QTDE_E_TOTAL;QTDE_S_TOTAL;QTDE_E_NF;QTDE_S_PAC;QTDE_E_INI_SD;QTDE_S_OUTR;QTDE_E_DEVOL;QTDE_S_PERDA;QTDE_E_INVENT;QTDE_S_INVENT;QTDE_E_3OS;QTDE_S_DEVOL;QTDE_S_3OS;VALOR_INIC;VALOR_FINAL;VALOR_E_TOTAL;VALOR_S_TOTAL;VALOR_E_NF;VALOR_S_PAC;VALOR_E_INI_SD;VALOR_S_OUTR;VALOR_E_DEVOL;VALOR_S_PERDA;VALOR_E_INVENT;VALOR_S_INVENT;VALOR_E_3OS;VALOR_S_DEVOL;VALOR_S_3OS
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;658498;BOLSA P/ESTOMIA SENSURA CLICK 2PCS UROSTOMIA TRANSPARENTE FLANGE 60MM MAXI REF: 11856;Unidade;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;198,00;198,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;657751;ALLEVYN LIFE 10,3X10,3CM REF: 66801067;Unidade;105,00;91,00;110,00;124,00;110,00;124,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3675,00;3185,00;3850,00;4340,00;3850,00;4340,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;658223;MASCARA FACIAL F5A TAM.GRD. REF 10030244;Unidade;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1060,00;1060,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662892;LUVA NITRILICA S/ PÓ - TAM: G - AZUL REF: 3270;Unidade;703,00;703,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;663404;TINTURA BENJOIN 20% 100ML;Unidade;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;266,00;266,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;663393;FRALDA TENA SLIP NOTURNA G PCT C/7 UND REF: 011900506;Pacote;80,00;98,00;136,00;118,00;136,00;118,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1874,20;2306,54;3209,60;2777,26;3209,60;2777,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653937;FRALDA BIGFRAL DERMAPLUS G PCT C/7 UND;Pacote;460,00;392,00;1016,00;1084,00;904,00;1084,00;0,00;0,00;112,00;0,00;0,00;0,00;0,00;0,00;0,00;8703,62;7333,62;18909,72;20279,72;16814,40;20279,72;0,00;0,00;2095,32;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;659275;FILTRO STERIFLIX INFUSAO 0,2UM REF 120015;Unidade;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;357,84;357,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;659277;BRAVA LENCO BARREIRA(SACHE) REF 12021;Unidade;20,00;10,00;0,00;10,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;233,70;116,85;0,00;116,85;0,00;116,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;659871;COTONETES JOHNSON CAIXA COM 75UN;Caixa;14,00;11,00;7,00;10,00;7,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,49;42,03;26,74;38,20;26,74;38,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;656484;LUVA DE PROCEDIMENTO AMBI +(SEM PO) TAM: M;Unidade;1776,00;1576,00;1000,00;1200,00;1000,00;1200,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;304,64;263,79;160,00;200,85;160,00;200,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;663324;PROTETOR  SOLAR INFANTIL MUSTELA BEBE FPS 50 COM 100ML;Bisnaga;2,00;2,00;1,00;1,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222,47;244,28;143,95;122,14;143,95;122,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;664093;AGULHA DESC.P/ASPIRACAO MEDICACAO 25X1,2MM REF CF019-001;Unidade;952,00;858,00;0,00;94,00;0,00;94,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;142,80;128,70;0,00;14,10;0,00;14,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;664101;CURATIVO ATRAUMAN AG 10X10CM REF: 499573;Unidade;0,00;30,00;30,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;943,80;943,80;0,00;943,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;656427;MASCARA COM RESERV ADULTO PARA ANEST REF: PN1110;Unidade;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;275,00;275,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;664103;CURATIVO LEUKOMED T PLUS 5.0 X 7,2 / 2x3IN REF: 72382-00;Unidade;65,00;109,00;100,00;56,00;100,00;56,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;116,39;193,82;177,00;99,57;177,00;99,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;661482;URITEX N° 5;Unidade;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,88;14,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;661655;SONDA MALECOT CH12 RUSCH REF: 415.600.12;Unidade;16,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;384,00;384,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;661790;CIRCUITO PASSIVO ADULTO - TRILOGY 100  REF:1069440;Unidade;27,00;27,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1887,24;1887,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;655456;BIATAIN ALGINATO  AG (COBERTURA) 10CMX10CM REF 3760;Unidade;41,00;46,00;50,00;45,00;50,00;45,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1794,37;2019,13;2200,00;1975,24;2200,00;1975,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;658226;CURATIVO MEPILEX BORDER FLEX 15x15CM REF 595400;Unidade;20,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1343,99;1343,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;659163;CONEXAO P/ADM.SOL.POLI-HART 2VIAS CONECTOR ESCALONADO GASTRONOMIA S/LUER REF: 421.144;Unidade;0,00;49,00;50,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;50,00;0,00;0,00;0,00;0,00;0,00;144,55;147,50;2,95;0,00;2,95;0,00;0,00;0,00;0,00;147,50;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;659816;CANULA TRAQUEOSTOMIA SILICONE C/BALAO BIVONA 4,0MM PED. REF: 85P040;Unid;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2300,00;2300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;661786;CURATIVO ALLEVYN LIFE SACRO 21,6X23CM REF 66801307;Unidade;8,00;14,00;20,00;14,00;20,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;560,00;980,00;1400,00;980,00;1400,00;980,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;663428;CANULA PUNCAO 20GA 17MM P/PORT A CATH INFUSAO POLYPERF SAFE PEROUSE REF 601.709;Unidade;13,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;338,00;338,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;663426;"CANULA PUNCAO 20GA 19MM 3/4"" P/PORT INFUSAO CURVA KDL REF 38-2019CE";Unidade;152,00;142,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;1620,43;1513,82;0,00;106,61;0,00;53,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;53,30
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;664106;MASCARA CIRURGICA DESCARPACK III COM ELASTICO REF: 0110601;Unidade;3196,00;2524,00;0,00;672,00;0,00;672,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,18;203,89;0,00;54,29;0,00;54,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662248;CAMPO CIRÚRGICO ESTÉRIL FENESTRADO EM NÃO TECIDO 0,40M X 0,40 COM FENESTRA POLARFIX;Unidade;18,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;57,78;57,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662250;CATETER IV FIX 5 X 7,4;Unidade;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,76;0,00;0,00;5,76;0,00;5,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662254;CANULA SHILEY PCF 5,5 C/CUFF TAPERGUARD - MEDTRONIC REF  PCF55;Unidade;2,00;4,00;5,00;3,00;5,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;870,55;1726,03;2150,00;1294,52;2150,00;1294,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662258;CANULA SHILEY PEF 5,0 S/CUFF - MEDTRONIC REF:  PEF50;Unidade;1,00;1,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;430,00;430,00;1720,00;1720,00;1720,00;1720,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662421;CURATIVO CURATEC GEL COM PHMB ANTISSEPTICO 100ML REF: K372002;Unidade;8,00;5,00;2,00;5,00;2,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;371,27;231,14;91,00;231,13;91,00;231,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662423;CANULA PARA PUNCAO DE RESERVATORIO ONCOGRIP SAFE 20GC15MM REF: GNSM2015;Unidade;87,00;87,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1827,00;1827,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662425;HYPAFIX  5CM x10 M REF:71443-01;Unidade;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65,80;65,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;662449;SENSOR REUT.EM Y AD/PED/NEO REF: DYS;Unidade;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7150,00;7150,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;655460;ADAPTIC 7,6X20,3CM REF 2013;Unidade;79,00;110,00;144,00;113,00;144,00;113,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1041,22;1501,97;2003,68;1542,93;2003,68;1542,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;657493;FILTRO ULTRA FINO - CPAP MSERIES REF: 1029331;Unidade;12,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95,44;95,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;657720;SERINGA DESC. 60ML SL REF: 20814;Unidade;289,00;289,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;442,17;442,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649057;CANULA P/TRAQ SUCTIONAID BLUELINE C/TB ASP C/BALAO 100.860.070;Unidade;5,00;4,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;821,70;657,36;0,00;164,34;0,00;164,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649069;FIXADOR CEFALICO P/MASC. EM SILICONE REF: VENT11;Unidade;3,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;135,00;225,00;90,00;0,00;0,00;0,00;0,00;0,00;90,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;644171;SONDA FOLEY 3 VIAS SILICONE  WILTEX Nº16 - 3W16;Unidade;9,00;6,00;1,00;4,00;0,00;4,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;105,17;70,11;11,69;46,75;0,00;46,75;0,00;0,00;11,69;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653450;CANULA TRAQ. C/ BL N. 4,0MM PED  - 97660804;Unidade;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1882,44;1882,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653451;CIRCUITO RAMO DUPLO LUMIAR 0,6M + 3M INFANTIL REF: L401;Unidade;1,00;2,00;2,00;1,00;2,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;175,16;350,11;350,00;175,05;350,00;175,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653648;EQUIPO NUTRI FLEX / F. AR/P. ESC 1,50  -  361384;Unidade;267,00;267,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;698,83;698,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653655;BOLSA P/ ESTOMIA EASIFLEX 2 PECAS DRENAVEL TRANSPARENTE 90 XXG - 14378;Unidade;30,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;774,00;774,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;647322;SONDA FOLEY RUSCH LATEX 18 FR 3 VIAS;Unidade;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;122,54;122,54;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649531;COMPRESSA RAYON C/EMULSAO PETROLATUM CURATEC EST 7,6 X 20,3 CM C/3 UNID BK292033;Unidade;151,00;149,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2265,00;2235,00;0,00;30,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649541;COMPRESSA ALGODONADA ESTERIL ETO 15X30CM CREMER - REF: 612615;Unidade;69,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;216,47;216,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653447;MEPILEX BORDER SACRUM 16X20CM REF: 282050;Unidade;17,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1819,66;1819,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;643862;SENSOR FREESTYLE LIBRE SIST FLASH DE MONITOR DE GLICOSE;Unidade;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;746,25;746,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649551;FREESTYLE LANCETS 50 UNIDADES 70848-70;Caixa;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,67;68,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649560;SONDA GASTROSTOMIA NIVEL PELE NUTRIPORT 16FR X 1,5CM REF 716150;Unidade;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1350,00;1350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;644187;SONDA GASTRO MIC-KEY 0120-24-1,5 (24 Fr / 1,5 cm);Unidade;1,00;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1560,00;0,00;0,00;1560,00;0,00;1560,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649530;CURATIVO ALGODONADO CIRURGICO 10X15CM (10X50)EST 79109-00;Unidade;1009,00;1009,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1261,25;1261,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650213;FRALDA PAMPERS CONFORT SEC TAM XG C/34 UNID;Pacote;20,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1079,97;1079,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650497;MASCARA DE AEROSSOLTERAPIA PEDIATRICA - HUDSON REF 1076;Unidade;19,00;17,00;0,00;2,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;222,25;198,86;0,00;23,39;0,00;23,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650865;PLACA SUR-FIT PLUS MOLD PLANA 45 / 22-33MM;Unidade;63,00;63,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1953,00;1953,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650968;BOLSA COLO TRANSPARENTE ACTIVE LIFE 19/64MM CONVATEC 1197912 REF: ICC 22771;Unidade;112,00;74,00;0,00;38,00;0,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1202,78;794,69;0,00;408,09;0,00;408,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650976;FRALDA BIGFRAL DERMAPLUS NOTURNA M PCT C/8 UND;Pacote;69,00;29,00;24,00;64,00;24,00;64,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1379,84;579,95;480,00;1279,89;480,00;1279,89;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650997;BOLSA COLOSTOMIA DREN OPACA 50MM REF. 10365 COLOPLAST;Unidade;38,00;38,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;645,78;645,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;653263;CANULA TRAQ. SHILEY FLEX C/ CUFF 7.5MM- 6CN75R;Unidade;2,00;1,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;780,00;390,00;0,00;390,00;0,00;390,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650769;PRIMODERME EMULSAO HIDRATANTE C/CALENDULA 100ML;Unidade;10,00;4,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;78,57;31,43;0,00;47,14;0,00;47,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650917;CURATIVO ALGINATO DE CALCIO E SODIO 10X20CM;Unidade;10,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99,70;99,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650994;ENXAGUANTE ANTISSEPTICO BUCAL SEM ALCOOL 250ML;Unidade;3,00;11,00;12,00;4,00;12,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,16;95,16;84,60;34,60;84,60;34,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;651799;BOLSA P/ESTOMIA  SENSURA CONVEX LIGHT 1PC DREN TRANSP RECORT 15-43MM MAXI REF: 15206;Unidade;19,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1045,42;1045,42;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;649073;CANULA PARA TRAQUEOSTOMIA C/B  6,5MM BCI MEDICAL;Unidade;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;44,90;44,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1;CD Único - SP;27/02/2024;28/03/2024;Mat. Enfermagem;650770;FRALDA PAMPERS PREMIUM CARE (COM LOCAO ANTI ALERGENICA) TAMANHO G REF: 68678;Pacote;28,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1859,76;1859,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
